title,authors,publication_date,file_path,topics,specialties,clinical_significance,patient_population,pmid,doi,reading_time_minutes,pubmed_enriched
Liraglutide Is Probably the Best Second Drug to Prevent Cardiovascular Events in Patients With Type 2 Diabetes Mellitus Who Take Metformin.,"['Ebell, Mark H']",2023-04-01,2023/04/liraglutide-is-probably-the-best-second-drug-to-prevent-card.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,37054429,,6,True
Lupus: What You Should Know.,[],2023-04-01,2023/04/lupus-what-you-should-know.md,['Family Medicine'],['Family Medicine'],High,Adults,37054415,,6,True
Magnetic Resonance Imaging for Diagnosing Acute Appendicitis.,"['Mounsey, Anne', 'Cardon, Brock']",2023-04-01,2023/04/magnetic-resonance-imaging-for-diagnosing-acute-appendicitis.md,['Family Medicine'],['Family Medicine'],High,Adults,37054409,,6,True
Management of Low Back Pain: Guidelines From the VA/DoD.,"['Buelt, Andrew', 'McCall, Sara', 'Coster, Jill']",2023-04-01,2023/04/management-of-low-back-pain-guidelines-from-the-vadod.md,['Family Medicine'],['Family Medicine'],High,Adults,37054430,,6,True
Management of Low Back Pain: Guidelines From the VA/DoD.,"['Buelt, Andrew', 'McCall, Sara', 'Coster, Jill']",2023-04-01,2023/04/management-of-low-back-pain-guidelines-from-the-va-dod.md,['Family Medicine'],['Family Medicine'],High,Adults,37054430,,6,True
Management of Postpartum Hemorrhage: Recommendations From FIGO.,"['Hwang, Daniel S', 'Myers, Leslie']",2023-04-01,2023/04/management-of-postpartum-hemorrhage-recommendations-from-fig.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Adults,37054431,,6,True
Metformin vs. Lifestyle Changes for Prevention of Type 2 Diabetes Mellitus.,"['Kondrad, Elin', 'Westling, Allyson', 'Burke, Erika', 'Weldon, Stephanie']",2023-04-01,2023/04/metformin-vs-lifestyle-changes-for-prevention-of-type-2-diab.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,37054421,,6,True
Outpatient Management of COVID-19: Rapid Evidence Review.,"['Cheng, Anthony M', 'Dollar, Emily', 'Angier, Heather']",2023-04-01,2023/04/outpatient-management-of-covid-19-rapid-evidence-review.md,['Family Medicine'],['Family Medicine'],High,Adults,37054413,,6,True
Rapidly Growing Skin Lesion.,"['Cranor, Megan', 'Gangadhar, Megha', 'Nair, Suchitra']",2023-04-01,2023/04/rapidly-growing-skin-lesion.md,['Family Medicine'],['Family Medicine'],High,Adults,37054423,,6,True
Rebound Symptoms Common With COVID-19 Even After Placebo Treatment.,"['Ebell, Mark H']",2023-04-01,2023/04/rebound-symptoms-common-with-covid-19-even-after-placebo-tre.md,['Family Medicine'],['Family Medicine'],High,Adults,37054427,,6,True
Recent Changes in International Asthma Guidelines May Be Influenced by Pharmaceutical Industry Conflicts of Interest.,"['Brown, Steven R']",2023-04-01,2023/04/recent-changes-in-international-asthma-guidelines-may-be-inf.md,['Family Medicine'],['Family Medicine'],High,Adults,37054405,,6,True
Relationships Matter: Primary Care Physicians and Usual Sources of Care.,"['Huffstetler, Alison N', 'Jetty, Anuradha', 'Greiner, Ann', 'Jabbarpour, Yalda']",2023-04-01,2023/04/relationships-matter-primary-care-physicians-and-usual-sourc.md,['Family Medicine'],['Family Medicine'],High,Adults,37054411,,6,True
Systemic Lupus Erythematosus: Diagnosis and Treatment.,"['Lam, Nguyet-Cam V', 'Brown, Judy Abu', 'Sharma, Richa']",2023-04-01,2023/04/systemic-lupus-erythematosus-diagnosis-and-treatment.md,"['Chronic Disease Management', 'Long-term Care', 'Obstetrics', 'Gastroenterology', 'Pregnancy', 'Maternal Health', 'Family Medicine', 'Digestive Disorders']",['Family Medicine'],High,Maternal,37054414,,6,True
Top 20 Research Studies of 2022 for Primary Care Physicians.,"['Grad, Roland', 'Ebell, Mark H']",2023-04-01,2023/04/top-20-research-studies-of-2022-for-primary-care-physicians.md,"['Psychiatry', 'Metabolic Disorders', 'Oncology', 'Malignancy', 'Depression', 'Mental Health', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Cancer Screening']","['Family Medicine', 'Gastroenterology']",High,Adults,37054418,,6,True
,[],2023-05-01,2023/05/index.md,[],[],,,,,1,False
ADA/EASD Updated Guidelines: Glycemic Control Is Only Part of the Management of Type 2 Diabetes.,"['Shaughnessy, Allen F']",2023-05-01,2023/05/ada-easd-updated-guidelines-glycemic-control-is-only-part-of.md,"['Metabolic Disorders', 'Diabetes Mellitus', 'Family Medicine', 'Endocrinology']",['Family Medicine'],High,Adults,37192089,,6,True
ADA/EASD Updated Guidelines: Glycemic Control Is Only Part of the Management of Type 2 Diabetes.,"['Shaughnessy, Allen F']",2023-05-01,2023/05/adaeasd-updated-guidelines-glycemic-control-is-only-part-of.md,"['Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Metabolic Disorders']",['Family Medicine'],High,Adults,37192089,,6,True
Acute Shoulder Injuries in Adults.,"['Simon, Lauren Meryl', 'Nguyen, Van', 'Ezinwa, Ngozi Margarete']",2023-05-01,2023/05/acute-shoulder-injuries-in-adults.md,['Family Medicine'],['Family Medicine'],High,Adults,37192075,,6,True
Allergic Rhinitis: Rapid Evidence Review.,"['Weaver-Agostoni, Jackie', 'Kosak, Zachary', 'Bartlett, Stacy']",2023-05-01,2023/05/allergic-rhinitis-rapid-evidence-review.md,"['Long-term Care', 'Family Medicine', 'Chronic Disease Management']",['Family Medicine'],High,Pediatric,37192071,,4,True
Allergies: Controlling Your Symptoms.,[],2023-05-01,2023/05/allergies-controlling-your-symptoms.md,['Family Medicine'],['Family Medicine'],High,Adults,37192072,,6,True
Antithrombotic Medication Management in GI Bleeding: Guidelines From the ACG.,"['Arnold, Michael J']",2023-05-01,2023/05/antithrombotic-medication-management-in-gi-bleeding-guidelin.md,"['Family Medicine', 'Digestive Disorders', 'Gastroenterology']",['Family Medicine'],High,Adults,37192060,,1,True
Baclofen for the Treatment of Alcohol Use Disorder.,"['Price, S Tucker', 'Brown, Brandon']",2023-05-01,2023/05/baclofen-for-the-treatment-of-alcohol-use-disorder.md,['Family Medicine'],['Family Medicine'],High,Adults,37192068,,6,True
Cabotegravir (Apretude) for Pre-exposure Prophylaxis for HIV Type 1 Infection.,"['El-Haddad, Amer', 'Erlich, Deborah']",2023-05-01,2023/05/cabotegravir-apretude-for-pre-exposure-prophylaxis-for-hiv-t.md,['Family Medicine'],['Family Medicine'],High,Pediatric,37192084,,6,True
Disability Evaluations: Common Questions and Answers.,"['Evensen, Ann E', 'Hartman, Jeff']",2023-05-01,2023/05/disability-evaluations-common-questions-and-answers.md,['Family Medicine'],['Family Medicine'],High,Adults,37192074,,9,True
Dizziness: Evaluation and Management.,"['Rogers, Tyler S', 'Noel, Mary Alice', 'Garcia, Benjamin']",2023-05-01,2023/05/dizziness-evaluation-and-management.md,['Family Medicine'],['Family Medicine'],High,Adults,37192077,,9,True
Effectiveness of Telehealth for Women's Preventive Services.,"['Stumbar, Sarah E', 'Minor, Suzanne']",2023-05-01,2023/05/effectiveness-of-telehealth-for-womens-preventive-services.md,['Family Medicine'],['Family Medicine'],High,Adults,37192080,,1,True
Effectiveness of Telehealth for Women's Preventive Services.,"['Stumbar, Sarah E', 'Minor, Suzanne']",2023-05-01,2023/05/effectiveness-of-telehealth-for-women-s-preventive-services.md,['Family Medicine'],['Family Medicine'],High,Adults,37192080,,6,True
Evaluating the Child With a Limp.,"['Morancie, Nailah Adams', 'Helton, Margaret R']",2023-05-01,2023/05/evaluating-the-child-with-a-limp.md,['Family Medicine'],['Family Medicine'],High,Pediatric,37192073,,2,True
Harm Reduction for Patients Who Smoke.,"['Madden, Michael']",2023-05-01,2023/05/harm-reduction-for-patients-who-smoke.md,['Family Medicine'],['Family Medicine'],High,Adults,37192062,,1,True
Insomnia Therapy: Listening to Music.,"['Cayley, William E', 'John, James']",2023-05-01,2023/05/insomnia-therapy-listening-to-music.md,['Family Medicine'],['Family Medicine'],High,Adults,37192070,,6,True
Integrated Policy Actions for Smoking Cessation.,"['de Oliveira, Francisco Arsego', 'Bezerra, Katiane Aparecida']",2023-05-01,2023/05/integrated-policy-actions-for-smoking-cessation.md,['Family Medicine'],['Family Medicine'],High,Adults,37192063,,6,True
Lumipulse G β-Amyloid Ratio Test for the Diagnosis of Alzheimer Disease.,"['Lau, Kyle', 'Lin, Kenneth W']",2023-05-01,2023/05/lumipulse-g-b-amyloid-ratio-test-for-the-diagnosis-of-alzhei.md,['Family Medicine'],['Family Medicine'],High,Adults,37192086,,1,True
Lumipulse G β-Amyloid Ratio Test for the Diagnosis of Alzheimer Disease.,"['Lau, Kyle', 'Lin, Kenneth W']",2023-05-01,2023/05/lumipulse-g-β-amyloid-ratio-test-for-the-diagnosis-of-alzhei.md,['Family Medicine'],['Family Medicine'],High,Adults,37192086,,6,True
Lung Cancer-Related Mortality and the Impact of Low-Dose Computed Tomography Screening.,"['Werner, Kristina D', 'Epling, John W']",2023-05-01,2023/05/lung-cancer-related-mortality-and-the-impact-of-low-dose-com.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,37192069,,1,True
Majority of Grade 2 Cervical Intraepithelial Neoplasia Lesions Regress in Women 25 to 30 Years of Age.,"['Speer, Linda']",2023-05-01,2023/05/majority-of-grade-2-cervical-intraepithelial-neoplasia-lesio.md,['Family Medicine'],['Family Medicine'],High,Adults,37192059,,1,True
Neonatal Hyperbilirubinemia: Evaluation and Treatment.,"['Par, Emma J', 'Hughes, Chase A', 'DeRico, Pierce']",2023-05-01,2023/05/neonatal-hyperbilirubinemia-evaluation-and-treatment.md,"['Adolescent Medicine', 'Child Health', 'Screening', 'Pediatrics', 'Early Detection', 'Prevention', 'Family Medicine']","['Family Medicine', 'Pediatrics']",High,Pediatric,37192079,,9,True
Nonalcoholic Fatty Liver Disease: Diagnosis and Management Guidelines From the AACE.,"['Arnold, Michael J']",2023-05-01,2023/05/nonalcoholic-fatty-liver-disease-diagnosis-and-management-gu.md,['Family Medicine'],['Family Medicine'],High,Adults,37192061,,1,True
"Oral Contraceptives During Breastfeeding, Hyperprolactinemia, Tonsillectomy, Anal Cancer, Postinflammatory Hyperpigmentation.",[],2023-05-01,2023/05/oral-contraceptives-during-breastfeeding-hyperprolactinemia.md,"['Malignancy', 'Family Medicine', 'Cancer Screening', 'Oncology']",['Family Medicine'],High,Adults,37192067,,1,True
PCI Does Not Improve Outcomes for Patients With Ischemic Heart Disease and LVEF of Less Than 35.,"['Ebell, Mark H']",2023-05-01,2023/05/pci-does-not-improve-outcomes-for-patients-with-ischemic-hea.md,['Family Medicine'],['Family Medicine'],High,Adults,37192088,,6,True
Preventing Postpartum Hemorrhage.,"['Mende, Leila', 'MacDonald, Jestine', 'Jolly, Dara', 'Neher, Jon O', 'Safranek, Sarah']",2023-05-01,2023/05/preventing-postpartum-hemorrhage.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Adults,37192081,,6,True
Shoulder Pain.,[],2023-05-01,2023/05/shoulder-pain.md,['Family Medicine'],['Family Medicine'],High,Adults,37192076,,1,True
Smoking Cessation in Adolescents.,"['Sazegar, Payam', 'Martinez, Alaina N', 'Varallo, Matthew D']",2023-05-01,2023/05/smoking-cessation-in-adolescents.md,['Family Medicine'],['Family Medicine'],High,Pediatric,37192064,,6,True
Substance Use Disorder in Pregnancy.,"['Fitzgerald, Ruchi M']",2023-05-01,2023/05/substance-use-disorder-in-pregnancy.md,"['Family Medicine', 'Pregnancy', 'Maternal Health', 'Obstetrics']",['Family Medicine'],High,Maternal,37192085,,1,True
Swollen and Tender Neck and Cheek.,"['Rozwadowski, Faye']",2023-05-01,2023/05/swollen-and-tender-neck-and-cheek.md,['Family Medicine'],['Family Medicine'],High,Adults,37192083,,1,True
The AHRQ Safety Program for Improving Antibiotic Use in Practice.,"['Keller, Sara', 'Miller, Melissa A', 'Cosgrove, Sara E']",2023-05-01,2023/05/the-ahrq-safety-program-for-improving-antibiotic-use-in-prac.md,['Family Medicine'],['Family Medicine'],High,Adults,37192066,,1,True
The Power in Our Words: Reducing Bias in Clinical Communication.,"['Healy, Megan', 'Kidia, Khameer']",2023-05-01,2023/05/the-power-in-our-words-reducing-bias-in-clinical-communicati.md,['Family Medicine'],['Family Medicine'],High,Adults,37192065,,6,True
Unilateral Bloody Nipple Discharge in an Older Man.,"['Lam, Nguyet-Cam', 'Tran, Jonathan']",2023-05-01,2023/05/unilateral-bloody-nipple-discharge-in-an-older-man.md,['Family Medicine'],['Family Medicine'],High,Adults,37192082,,1,True
"Using ACE Inhibitors and ARBs in Advanced Chronic Kidney Disease Does Not Worsen, and May Improve, Renal Outcomes.","['Ebell, Mark H']",2023-05-01,2023/05/using-ace-inhibitors-and-arbs-in-advanced-chronic-kidney-dis.md,"['Hypertension', 'Family Medicine', 'Cardiovascular Disease', 'Blood Pressure']",['Family Medicine'],High,Adults,37192087,,6,True
What's Making Me Dizzy?,[],2023-05-01,2023/05/what-s-making-me-dizzy.md,['Family Medicine'],['Family Medicine'],High,Adults,37192078,,1,True
What's Making Me Dizzy?,[],2023-05-01,2023/05/whats-making-me-dizzy.md,['Family Medicine'],['Family Medicine'],High,Adults,37192078,,6,True
Diabetes Management in Primary Care: Evidence-Based Approaches,"['John Smith, MD', 'Sarah Johnson, MD, CDE']",2023-05-15,2023/05/diabetes-management-primary-care.md,"['Diabetes Mellitus', 'Chronic Disease Management', 'Primary Care']","['Family Medicine', 'Endocrinology']",High,Adults,37123456,10.1000/sample-doi,2,True
Acute Abdominal Pain in Adults: Evaluation and Diagnosis.,"['Yew, Ken S', 'George, Mary K', 'Allred, Heidi B']",2023-06-01,2023/06/acute-abdominal-pain-in-adults-evaluation-and-diagnosis.md,"['Respiratory Disorders', 'Obstetrics', 'Pregnancy', 'Maternal Health', 'Family Medicine', 'Pulmonology']",['Family Medicine'],High,Maternal,37327158,,2,True
Addressing Disparities in Infertility Care.,"['Wiltshire, Ashley', 'McConnell, Rachel', 'Ghidei, Luwam']",2023-06-01,2023/06/addressing-disparities-in-infertility-care.md,['Family Medicine'],['Family Medicine'],High,Adults,37327152,,1,True
Antibiotics for Acute Bacterial Conjunctivitis.,"['Sonoda, Kento', 'Takeuchi, Yuki']",2023-06-01,2023/06/antibiotics-for-acute-bacterial-conjunctivitis.md,"['Family Medicine', 'Infectious Disease', 'Antimicrobial Therapy', 'Pharmacology']",['Family Medicine'],High,Adults,37327155,,1,True
Benefits and Harms of Systemic Corticosteroids for Radicular and Nonradicular Low Back Pain.,"['Leggit, Jeffrey C']",2023-06-01,2023/06/benefits-and-harms-of-systemic-corticosteroids-for-radicular.md,['Family Medicine'],['Family Medicine'],High,Adults,37327157,,1,True
Benign Prostatic Hyperplasia.,[],2023-06-01,2023/06/benign-prostatic-hyperplasia.md,['Family Medicine'],['Family Medicine'],High,Adults,37327164,,5,True
Benign Prostatic Hyperplasia: Rapid Evidence Review.,"['Arnold, Michael J', 'Gaillardetz, Andrew', 'Ohiokpehai, Jafar']",2023-06-01,2023/06/benign-prostatic-hyperplasia-rapid-evidence-review.md,"['Metabolic Disorders', 'Prevention', 'Blood Pressure', 'Hypertension', 'Oncology', 'Screening', 'Malignancy', 'Early Detection', 'Cardiovascular Disease', 'Diabetes Mellitus', 'Endocrinology', 'Family Medicine', 'Cancer Screening']",['Family Medicine'],High,Adults,37327163,,5,True
COPD: What You Should Know.,[],2023-06-01,2023/06/copd-what-you-should-know.md,['Family Medicine'],['Family Medicine'],High,Adults,37327162,,1,True
Chronic Obstructive Pulmonary Disease: Diagnosis and Management.,"['Cagle, Stephen D', 'Landrum, LaTraia S', 'Kennedy, Anne Marie']",2023-06-01,2023/06/chronic-obstructive-pulmonary-disease-diagnosis-and-manageme.md,"['Screening', 'Early Detection', 'Infectious Disease', 'Antimicrobial Therapy', 'Prevention', 'Family Medicine', 'Pharmacology']",['Family Medicine'],High,Adults,37327161,,2,True
Common Types of Supraventricular Tachycardia: Diagnosis and Management.,"['Nasir, Munima', 'Sturts, Ashley', 'Sturts, Adam']",2023-06-01,2023/06/common-types-of-supraventricular-tachycardia-diagnosis-and-m.md,['Family Medicine'],['Family Medicine'],High,Adults,37327167,,2,True
Compression Stockings May Reduce Postthrombotic Syndrome.,"['Muncie, Herbert L']",2023-06-01,2023/06/compression-stockings-may-reduce-postthrombotic-syndrome.md,['Family Medicine'],['Family Medicine'],High,Adults,37327149,,1,True
Diary of a Family Physician.,"['Marker, Jason E', 'Powers, Micahlyn']",2023-06-01,2023/06/diary-of-a-family-physician.md,['Family Medicine'],['Family Medicine'],High,Adults,37327173,,1,True
Fecal Immunochemical Testing Compared With Colonoscopy.,"['Guthmann, Richard', 'Martin, Robert', 'Dixon, Ashtyn']",2023-06-01,2023/06/fecal-immunochemical-testing-compared-with-colonoscopy.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,37327169,,1,True
Fever and Skin Rash.,"['Longfellow, Sam', 'Monteiro, Camilla']",2023-06-01,2023/06/fever-and-skin-rash.md,['Family Medicine'],['Family Medicine'],High,Adults,37327172,,1,True
Growth Faltering and Failure to Thrive in Children.,"['Goodwin, Emily T', 'Buel, Katie L', 'Cantrell, Laurel D']",2023-06-01,2023/06/growth-faltering-and-failure-to-thrive-in-children.md,"['Child Health', 'Family Medicine', 'Adolescent Medicine', 'Pediatrics']","['Family Medicine', 'Pediatrics']",High,Pediatric,37327159,,2,True
Growth Faltering: What You Should Know.,[],2023-06-01,2023/06/growth-faltering-what-you-should-know.md,['Family Medicine'],['Family Medicine'],High,Adults,37327160,,1,True
Guardant Health Shield Screening for Colon Cancer.,"['De Tranaltes, Kaylee', 'Brown, Steven R']",2023-06-01,2023/06/guardant-health-shield-screening-for-colon-cancer.md,"['Family Medicine', 'Screening', 'Oncology', 'Early Detection', 'Prevention', 'Malignancy', 'Cancer Screening']",['Family Medicine'],High,Adults,37327175,,1,True
